post_id,title,link,company,salary,date,description
463,"Fullstack Engineer / IT / Central / Up to SGD 9,000/mth!",https://sg.indeed.com/rc/clk?jk=13d54f0f5f265749&fccid=43400e353fc45030&vjs=3,INTEGRITY PARTNERS PTE. LTD.,$5500 - $9000,6 days ago,"My client, a leading innovator in developing top notch Healthcare related software is looking out for a competent and experienced Fullstack Engineer (Focused…"
464,Information Technology Officer (Engineering/Security/Technol...,https://sg.indeed.com/rc/clk?jk=3e5b1ba16270ac4d&fccid=6c09cd8ab5547d43&vjs=3,VISION GROWTH PTE. LTD.,$2500 - $4000,2 days ago,Execution of service and maintenance workflow.Liaise closely with client representatives on all service/maintenance related issues.
465,Technical Support Officer,https://sg.indeed.com/rc/clk?jk=3fc5d17f72acee66&fccid=55ab8e4e7b75f0a6&vjs=3,Honsen Printing Industries Pte Ltd,,5 days ago,Assisting customer in troubleshooting technical issues that arises from our solutions.Keep current with latest printing hard wares and trends.
466,IT Support Engineer - (WL-FRW211213 007/01),https://sg.indeed.com/rc/clk?jk=60d8781f125eca2f&fccid=4f8f841f0ba07e04&vjs=3,Xcellink Pte Ltd,$2000 - $2500,6 days ago,"Support the project teams in the implementation, installation and configuration of PCs/Workstations O.S., applications and related peripheral devices."
467,Service Engineer (CCTV / IT / Alarm) 5 days / Central,https://sg.indeed.com/rc/clk?jk=2d661306c7d974c4&fccid=10b80ef73e3dde48&vjs=3,Stafflink Services,$2600 - $3200,6 days ago,At least 1 year working experience.With own transport is added advantage.Travel is required to provide customer support.Basic + Allowances + OT + VB.
468,Senior Executive - Helpdesk (Contract),https://sg.indeed.com/rc/clk?jk=67a32c1913bb0a4c&fccid=ca24c610a5b7bc15&vjs=3,INTEGRATED HEALTH INFORMATION SYSTEMS PTE. LTD.,$4500 - $7500,12 days ago,"At least 5 - 6 years’ experience in developing, implementing and maintaining IT systems.The staff will need to learn and have hands-on experience in using IT…"
469,Java Software Engineer (Entry Level),https://sg.indeed.com/rc/clk?jk=b9c45618b108f11d&fccid=de5524734728713f&vjs=3,STEENBOK PTE LTD,$4500 - $6000,8 days ago,". You need to have developed in Java, at least for one year."
470,DB2 Junior Engineer,https://sg.indeed.com/company/Horizon-software/jobs/DB2-Junior-Engineer-8d3b6287d6a94e9b?fccid=1d3fdaa28919912d&vjs=3,Horizon software,$5000 - $7000,13 days ago,Develop and maintain patches for DB2 Junior environments.Keep the DB2 version up-to-date and ensure all security issue is resolved in a timely manner.
471,Robot Software & Control Engineer,https://sg.indeed.com/rc/clk?jk=a1a8b7a10bf21e19&fccid=04db98b7ea565a4c&vjs=3,Target Recruitment A member of WMS Group,$3000 - $4500,6 days ago,"Deg/Diploma in Automation, Electrical, Electronics Engineering or equivalent.More than 3 years working experience as Automation Control engineer or programmer …"
472,Machine Learning Engineer,https://sg.indeed.com/rc/clk?jk=a3b3142a0116dd13&fccid=b4048be2884af072&vjs=3,BNY Mellon,,7 days ago,"Documentation of all software artifacts and functionalities implemented.Design, build and maintain machine learning systems and self-running AI software to…"
473,Desktop Engineer,https://sg.indeed.com/rc/clk?jk=56372557bc998fd0&fccid=a6d1a3f59f177169&vjs=3,REQ TECHNOLOGY CONSULTING PTE. LTD.,$2800 - $3500,2 days ago,Liaise and coordinate with IT vendors on procurement or support of hardware/software and IT maintenance contracts.Good Technical Knowledge of Windows OS.
474,"Software Engineer, Search Science - Apple Media Products",https://sg.indeed.com/rc/clk?jk=1622cf2bfff9b069&fccid=c1099851e9794854&vjs=3,Apple,,10 days ago,"They develop the custom software used to process all the creative work, the tools that providers use to deliver that media, all the server-side systems, and the…"
475,Software Developer-Backend,https://sg.indeed.com/rc/clk?jk=c7de546070170b69&fccid=5c7a9829f8aca31e&vjs=3,ALIGN RECRUITMENT PTE. LTD.,$6000 - $14000,6 days ago,"Responsible for the design, development and system maintenance of platform's backend services.Perform flexible design and high availability architecture or…"
476,Senior Staff Embedded Software Engineer (Equipment Developme...,https://sg.indeed.com/rc/clk?jk=cdc45e0ee29ae297&fccid=eb193642f8c64a12&vjs=3,Seagate Technology,,11 days ago,"Knowledge in robotics, computer science, software engineering or other relevant discipline.Develop software solutions in C/C++/C#/Python."
477,WFH Telemarketer,https://sg.indeed.com/rc/clk?jk=065f4763b293c82f&fccid=a8135a38f9193f1d&vjs=3,OSTENDO PTE. LTD.,$1000 - $1200,9 days ago,"Use scripts to provide information about product’s features, prices etc. and present their benefits.Follow up with calls and emails to secure meeting."
478,Trainee -software Engineer,https://sg.indeed.com/rc/clk?jk=6bd2cf2262ad7aee&fccid=df230e607e13dbf8&vjs=3,ASCENDZE PTE. LTD.,$1800 - $3000,8 days ago,"B) Knowledge in software development life cycle (SDLC).A) PC, PLC based full stack software design and development for automation machine."
479,Document Controller (Buildings),https://sg.indeed.com/rc/clk?jk=03e8b19feb341f76&fccid=f0ac3a15383616d8&vjs=3,HYUNDAI ENGINEERING & CONSTRUCTION CO. LTD,$2800 - $4000,2 days ago,"Provide administrative support such as data-entry, documentation, printing and filing for.Manage and distribute corresponding documents."
480,Director of IT Services,https://sg.indeed.com/rc/clk?jk=9256ab333dc26013&fccid=7e56f9a698bd63d8&vjs=3,SEACO ASIA PTE. LTD.,$12000 - $15000,4 days ago,"In addition, the Director of IT Services supervises the End User Services Team which provides IT support to all our users world-wide.Master’s degree a plus."
481,Software Developer (Odoo) & IT Support,https://sg.indeed.com/company/Unidbox-Hardware-Pte-Ltd/jobs/Software-Developer-IT-Support-c57172e461dd2ce0?fccid=c613bc162b7dd82a&vjs=3,Unidbox Hardware Pte Ltd,$2800 - $3500,12 days ago,Develop customized solutions to meet business needs within the timeline.Execute and ensure smooth solutions to be deployed on cloud platforms effectively and…
482,"IT Project Officer (SI, East)",https://sg.indeed.com/rc/clk?jk=b521b6b4a0a2e240&fccid=6c09cd8ab5547d43&vjs=3,VISION GROWTH PTE. LTD.,$1800 - $2800,8 days ago,"Responsible for coordianting project, maintenance and operational activities as well as facilitating project communications."
483,IT Support Analyst,https://sg.indeed.com/rc/clk?jk=ed54169664bce5e8&fccid=20d39d6d1e001f6c&vjs=3,FCS CAREERS PTE. LTD.,$3500 - $6000,13 days ago,"We’re looking for a customer-focused, hands-on IT Support Analyst to work closely with different internal stakeholders and provide system support for warehouse…"
484,#SGUnitedJobs Senior Network Engineer,https://sg.indeed.com/rc/clk?jk=20e539e4a9fb99a3&fccid=dac85444d99b91d5&vjs=3,ITCAN PTE. LIMITED,$6500 - $8500,3 days ago,"To work as network Engineer that maintain the day to day operation including maintenance of network devices, security assessment."
485,IT Project Manager,https://sg.indeed.com/rc/clk?jk=f721db78d1e65ebe&fccid=330c28c156c5fb55&vjs=3,SCIEX,,8 days ago,"We are looking for a IT Project Manager, reporting to the IT department, who thrives in a varied technical environment and who welcomes the opportunity to work…"
486,IT Application Analyst,https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbLEAfUJ_8-EnULjJ15l1k6LfB5RD9Ew3x4SlXgqMri8qzijF5DizICNB4rWW0hxj8uV-_X2SesVmqDnqnPQN7Td6NMK0FatWZ2sF337qspRPvvm74yHDJGgasG9D9IQ05Ko3Xz6qtigJi4z0EAtxNqRAjBSZSMonrDvCe3PngP_H0u9jHfFP0XjvSzd91uO4nSLdPVDKY2OHsUW2RzBL5tJmeRSdlSx5yyl_GIAdDv6mKyW6k7Tx4rdBYyqUoQ8n8V8S1YmQtVtgRy-6wAPtuwrWZAAgdI6FUYpr5gz7Ze8j8tbDqQJk5U6W8Hrr6SG-z_sylkCgvwzS72ef4BTy3qxEKkAE9nlnlaXo5UJmZpOmcAoRK4F5Uv0OysRsBW-TcDMaLeKl8iQZShbriO1BPio0QH4rgyImQOd0lx4IaPrt30Ey2kv9MpUiTEQ3gH7lqlmsrcFof7IXk7dbpU7Kdcr2r6-ZGQUbMLKqz7o3j9tnNgFosZUrlaRH14IgzdAJO3YK_md01K0QCq5jcE58jjX3O6_ZrYI4Q7MZpP6ad6gkkLLcZXJlB3NO-OH1FHmIGb2cyfLnLXqGTrhZJ4sPuglRYCd-wYemnbTpy7B4fgxjlubp3FqljZ6WxP3rSBnWjk598jVnq0Gtt5RRt6OWP&p=12&fvj=0&vjs=3,People Profilers Pte Ltd,,5 days ago,"Job Description: Job roles & responsibilities: Understand and translate business needs/processes into IT SolutionsDevelop, maintain and coach automated reports…"
487,IT Test Environment Manager,https://sg.indeed.com/company/JJ-Consulting-Services/jobs/IT-Test-Environment-Manager-5322415257a1d5ac?fccid=eb983c13696b8691&vjs=3,JJ Consulting Services,$3127 - $12490,8 days ago,Build and implement a strategy to adopt industry best practices with test environments;Deliver and maintain a governance Plan for test environment and test…
488,Network Engineer,https://sg.indeed.com/rc/clk?jk=957ab1b6aaa68a37&fccid=450ef86777f71656&vjs=3,CT HR CONSULTANTS PTE. LTD.,$3000 - $5000,4 days ago,"Provide L2 tech support and diagnose problems through onsite or remotely troubleshooting.Install, configure, troubleshoot and support (after-sales) networking …"
489,Network Engineer,https://sg.indeed.com/rc/clk?jk=9e7c358c85257aed&fccid=31e1b01d8ecf89d5&vjs=3,POINT OF ENTRY PTE. LTD.,$10500 - $12000,3 days ago,"This position is responsible for both network design, project implementation and 3rd level operational support.Sound experience in implementing MPLS and QoS."
490,Junior IT Security Officer,https://sg.indeed.com/company/ITCAN-Pte-Ltd/jobs/Junior-IT-Security-Officer-640fe5c432ca3b12?fccid=dac85444d99b91d5&vjs=3,ITCAN Pte Ltd,$2000 - $3000,10 days ago,"Good working knowledge of security risk management, security governance framework and compliance (IT Security Audit / log review), technical vulnerability…"
491,IT Project Manager,https://sg.indeed.com/rc/clk?jk=4e5023fb4c981ba5&fccid=8645cd6f9a989c48&vjs=3,PERSOLKELLY SINGAPORE PTE. LTD.,$5000 - $6500,4 days ago,The Project Manager is expected to have acute business acumen and work closely with Business Stakeholders and Technical Teams (both internal & external) to…
492,IT Scrum Master,https://sg.indeed.com/rc/clk?jk=c9736cbfeeea243b&fccid=c9c209964380b949&vjs=3,HPL CONSULTING PTE. LTD.,$8000 - $12000,5 days ago,IT Project Management experience required.Must be worked in Retail Banking/Existing bank in Philippines.Must be aware of local banking operations procedure.
493,Information Technology - Business Technologist,https://sg.indeed.com/rc/clk?jk=8d21f60b92bcd678&fccid=faba3c7fa60c3221&vjs=3,SINGAPORE AIRLINES LIMITED,$5500 - $11000,14 days ago,"Drive the ideation and development of digitally innovative ideas from its inception, through DIL programmatic innovation platforms, working with various…"
494,IT Project Manager,https://sg.indeed.com/company/WPH-Digital-Pte-Ltd/jobs/IT-Project-Manager-d3733fce16d81b51?fccid=747959eb3264d301&vjs=3,WPH Digital Pte Ltd,,6 days ago,"Involved in strategizing and implementation of organisation’s initiatives.Involved in the requirement study, procurement, management, implementation of the…"
495,Service Desk & Training Support,https://sg.indeed.com/rc/clk?jk=8694d553fe9fe17e&fccid=20efbadc4feaf9f7&vjs=3,W.L.P CONSULTANTS PTE. LTD.,$2200 - $2800,3 days ago,"Develop training guides together with Project Executives, schedule & provide in-house training or online training to clients before handover of Ecommerce Web…"
496,Sales Administrator (Audio Visual Systems) -,https://sg.indeed.com/rc/clk?jk=308bef7501bea6b7&fccid=04db98b7ea565a4c&vjs=3,Target Recruitment a member of WMS Group,$2000 - $2600,9 days ago,To be responsible for supporting the Sales Team with general sales operations activities.To provide administrative support of sales in coordination with…
497,Customer Support Officer,https://sg.indeed.com/rc/clk?jk=683d5b6631180ea7&fccid=5330017cbc8e2a02&vjs=3,ATLAS SERVICES GROUP SINGAPORE PTE. LTD.,$3000 - $3500,4 days ago,"Proficient at Microsoft software including: Word, Excel, Dynamics, PowerPoint, ERP and CRM experience preferred.Qualify leads and enquiries through the CRM."
498,Control System Engineer #SGUnitedJobs,https://sg.indeed.com/rc/clk?jk=9bd1b19cd94dfaa0&fccid=b4d9b98ba66c1d13&vjs=3,WINSYS TECHNOLOGY PTE LTD,$3000 - $4500,3 days ago,"Hardware configuration and software coding.Development & Implementation of Building Automation, Industrial Automation, Robotic, IOT and Process Control…"
499,Computer Programmer,https://sg.indeed.com/rc/clk?jk=2d7e211b8642b73b&fccid=405559ffffc4a37e&vjs=3,WLAW LLC,$4200 - $4400,11 days ago,Provide assistance with software support and troubleshooting through interaction with the customer.Perform coding duties within specific time frame.
500,Mechanical Engineering Associate,https://sg.indeed.com/rc/clk?jk=2e9dbaf336944cc2&fccid=debf8fc538864318&vjs=3,ATOMIONICS PTE. LTD.,$3500 - $5000,3 days ago,"Experience using MATLAB, Solidworks/Autodesk/other CAD software.Design and fabrication of jigs, mounts, and fixtures for optics, electronics, and vacuum…"
501,Deskside Support,https://sg.indeed.com/rc/clk?jk=9516c9cab148a0dc&fccid=fbe791276b191d26&vjs=3,ACHIEVE TECHNOLOGY ASIA PACIFIC PTE LTD,$3500 - $6500,3 days ago,"Identify, log and resolve technical problems with software applications or network systems.Bachelor's degree in Engineering, Computer Science, Management…"
502,"Transceiver Engineer, Staff",https://sg.indeed.com/rc/clk?jk=a79963f3024abdd3&fccid=749488582f5dfbfe&vjs=3,Marvell,,13 days ago,Creation of test automation software to automate optical module calibration and verification.Verification of high-speed optical transceiver products and…
503,Emulation Engineer,https://sg.indeed.com/rc/clk?jk=86dff0aa4797db31&fccid=07b8c90693aebff3&vjs=3,MAXLINEAR ASIA SINGAPORE PRIVATE LIMITED,$6000 - $12000,2 days ago,Develops hardware and software collaterals and integrates it with the emulation/FPGA model.Create emulation/FPGA models from a Register Transfer Level RTL…
504,Software Engineer,https://sg.indeed.com/rc/clk?jk=421b67b7fde45816&fccid=7fc14e8ceb230e7f&vjs=3,ROVISYS ASIA COMPANY PTE. LTD.,$3500 - $5500,5 days ago,"A Software Engineer/Developer at RoviSys, you will work on exciting software projects, design and code custom software for clients wishing to automate sharing…"
505,IT Infrastructure Engineer (System Administration),https://sg.indeed.com/rc/clk?jk=5f118892c980d7d8&fccid=14df086e3c4474fe&vjs=3,AC P. COMPUTER TRAINING & CONSULTANCY PTE LTD,$3500 - $6000,11 days ago,"Effective provisioning, installation/configuration, operation, and maintenance of systems hardware and software and related infrastructure."
506,Technical Support Engineer,https://sg.indeed.com/rc/clk?jk=5ef1ecfa19227ae2&fccid=d6869e9591730e6e&vjs=3,NORGES BANK SINGAPORE BRANCH,$7500 - $10000,12 days ago,"Ticket processing and incident handling.The full suite of Microsoft 365 services.Endpoint Management, hereunder specific focus on Windows OS troubleshooting."
507,"Security Analyst, Information Technology",https://sg.indeed.com/rc/clk?jk=5fdbdd555a4275ff&fccid=810178099fb1fcbc&vjs=3,UST GLOBAL (SINGAPORE) PTE. LIMITED,$5000 - $7500,11 days ago,The SIEM Expert will be called upon to understand the customer requirements and recommend the appropriate SIEM solution to meet those requirements.
508,IT Project Engineer,https://sg.indeed.com/rc/clk?jk=2d551cca66cc4871&fccid=dd616958bd9ddc12&vjs=3,Recruit Expert Pte Ltd,$4500 - $4500,6 days ago,Overall responsible in network/IT devices to design on data centre site.Liaise with end-customers to understand project requirement.
509,"Senior Executive, SPMS IT",https://sg.indeed.com/rc/clk?jk=0998abcaab47cece&fccid=d869ca30ff8bbcdd&vjs=3,Nanyang Technological University,,12 days ago,"The three divisions in SPMS together have over 100 faculty members, 250 full-time research staff, and 25 administrative staff."
510,IT Project Manager,https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbLEAfUJ_8-EnULjJ15l1k6LfB5RD9Ew3x4SlXgqMri9ZK2vd_WcOQKkrYzbGkGA41PqUI5XNLKD7JLUGAdlbN_bt2wEBMNREhSgPVZyRABuJZCteFcYQVrMG3awYKCRSkEG1bX6oBqSnYLTXm3Iuj9C3EHqwEvKTapqxPSzDjxbp2dWglyjkYh7_N7Giloy7JwxN61ggT7De4eOfsKH-CpsAGK158sVt6YJjRRYANjOPM1t_hoYwyEphUb0VZ4ksLFCMALnWZ4dRy_vPwZIFZwk1olhPhWKtWMIijPLDlL0y8gOJIGvTWHZL7egtLtaYxXq6QDGuFq8ZUPhba7gyYsAGhRlGEZ55sh7pqdh9xe9pgRT2HrREhEVZ4xVlktE2G-HvgA--5ey4kiC_gpU_cl1fnJzr01JILtZMYtAPZSw1cTNEwToqkBQvH_0sUA0tr-ecGx20XcM64bh-iO8N6IkwZfZoXVeDI9Ts5KHa8zFOB-gKVElno9a8KwhyW0oJEyWPeETjPOVk48e6yWyfAtw-2UJfB4Pu4KPUgZklQ4DfUAcXhwr_uRBEfsMLZpLfRZI4nk4RIrSIj7vyQpvA_5EShtvRC2bbHYF9yyBAEo-Nw9kLgfCUstB7--SaEuOBng91lAtaHIuS8ucM6FHcb&p=13&fvj=0&vjs=3,People Profilers Pte Ltd,,5 days ago,"Lead in designing, planning, overseeing development and implementing computer-based solutions to serve end usersResponsible for technology evaluation to ensure…"
511,"[Keppel Internship Programme 2022] Intern, IT / Project Mana...",https://sg.indeed.com/rc/clk?jk=d4784c019f84759d&fccid=5a2be630799e9295&vjs=3,Keppel Corporation Ltd,,9 days ago,Work together with the project managers in managing the projects.Manage day to day projects operational aspects and requests.
512,Product Marketing Executive (Data Center/IT),https://sg.indeed.com/rc/clk?jk=7ed77a0b6f842c69&fccid=0d544e1f92e0546b&vjs=3,TALENT TRADER GROUP PTE. LTD.,$3500 - $5500,14 days ago,"Work closely with sales and product teams to develop product pricing models, key messaging, and value proposition.At least 3 years of relevant experience."
513,"IT Support Engineer (Ubi , 5.5 days , Basic + Commission, No...",https://sg.indeed.com/company/ALIGN-RECRUITMENT-PTE.-LTD./jobs/IT-Support-Engineer-02018881269f7874?fccid=98a8227aaf13d8e9&vjs=3,ALIGN RECRUITMENT PTE. LTD.,$1600 - $2500,14 days ago,"AWS + Commission + Allowance**.Provide onsite support to end users on server, desktop and network related challenges.Job Types: Full-time, Permanent."
514,"Senior Developer, IT",https://sg.indeed.com/rc/clk?jk=a509c7ad88cccf17&fccid=c2b7fcd083eab4d3&vjs=3,D3SIGNS PTE LTD,$3500 - $4000,11 days ago,"Responsible for coding, unit testing, releasing, troubleshooting and communication with the internal teams to allow the system works smoothly."
515,IT Security Support,https://sg.indeed.com/rc/clk?jk=00fe5d387294ac05&fccid=f2e38c873f32f228&vjs=3,RESON8 CREATIVE PTE. LTD.,$3000 - $3000,5 days ago,Takes care of the day-to-day operations and IT data structures by overseeing the operational performance.Conduct software upgrades and explains performance…
516,Lead Consultant - IT Environment Management,https://sg.indeed.com/rc/clk?jk=b2872ec8a6982e79&fccid=580cf49bf1ac7109&vjs=3,HCL SINGAPORE PTE. LTD.,$7000 - $10000,2 days ago,The Environment Management Analyst provides support for the different testing and production environments that are supported out of the Asia.
517,Information Technology (IT) Project Manager,https://sg.indeed.com/rc/clk?jk=3bf994d04b88f44e&fccid=2b987e2db21d123d&vjs=3,TECQUBES PTE. LTD.,$7000 - $7500,8 days ago,Maintains information technology strategies by managing staff; researching and implementing technological strategic solutions.
518,IT Administrator(West/Up to 5k/Network and Hardware),https://sg.indeed.com/rc/clk?jk=5f16b9714f023a10&fccid=fa101182bd51b2ce&vjs=3,Adecco Personnel,,8 days ago,Perform various duties in network support and administration of systems to ensure smooth operations and reliability of all IT resources.
519,3D Technical Support Specialist,https://sg.indeed.com/rc/clk?jk=04a4bcf1ecb2af2d&fccid=753ee174383b44e9&vjs=3,BW GLOBAL PTE. LTD.,$2200 - $3000,4 days ago,Our Global Learning and Technical Support Department turn 2D patterns into 3D garments and problems into solutions.Tech-savvy or IT background is a plus.
520,Video Codec Software Engineer,https://sg.indeed.com/rc/clk?jk=49d4b9ad66e30539&fccid=e32d933c26e873c8&vjs=3,"Zoom Video Communications, Inc.",,5 days ago,We are seeking a passionate Video Codec Software Engineer to research and develop video compression algorithms/video encoder/decoder to improve real-time video…
521,Senior/Application Support Engineer,https://sg.indeed.com/rc/clk?jk=5f66d88a31fc6717&fccid=c1d5ab433fd2dd8e&vjs=3,SINGAPORE EXCHANGE LIMITED,$8000 - $12000,2 days ago,"Provide Business-as-usual (BAU) support for business critical applications.This include incident, change, capacity and problem management of the supported…"
522,Software Application Engineer #SGUnitJobs,https://sg.indeed.com/rc/clk?jk=506ea49b6c3a9b2c&fccid=b4d9b98ba66c1d13&vjs=3,WINSYS TECHNOLOGY PTE LTD,$3000 - $4500,3 days ago,"Ensure that software is written according to industry standard practices.Good software development experience in cloud computing & applications, Linux and…"
523,Software Engineer (5 days/MNC/Labview/North),https://sg.indeed.com/rc/clk?jk=6a2951cd6400266f&fccid=c6282ee16a3cbc3d&vjs=3,CVISTA HR CONSULTING PTE. LTD.,$4000 - $4500,6 days ago,"Design and develop custom software application & automated equipment for in-house needs.Prepare project documentation, including tracking of revision changes."
524,Senior Software Developer,https://sg.indeed.com/company/Activate-Interactive-Pte-Ltd/jobs/Senior-Software-Developer-7640907c5687a741?fccid=c9f176bd62cd0a84&vjs=3,Activate Interactive Pte Ltd,$4326 - $12344,12 days ago,Software support and maintenance of deployed products and solutions.Work closely with project management and experience design team to deliver project outcomes…
525,Computer Vision Engineer,https://sg.indeed.com/company/Lumitics/jobs/Computer-Vision-Engineer-70030c01e9739f42?fccid=69f993130b3e87d9&vjs=3,Lumitics,$5500 - $6500,6 days ago,Work closely with the software and client success teams to manage deployment/retraining of models.A Computer Vision Engineer is responsible for building and…
526,Junior Software Engineer (Work From Home),https://sg.indeed.com/rc/clk?jk=f0120145a2d81c0b&fccid=e8c510dcaf5868ab&vjs=3,WORKS APPLICATIONS SINGAPORE PTE. LTD.,$4000 - $6000,10 days ago,More than 1 year experience in software engineering.Experience using and implementing continuous software delivery pipelines (CI/CD).
527,Specialised in IT? Join us as an inhouse tech specialist!,https://sg.indeed.com/company/Medical-Supplies-Co/jobs/Specialised-IT-Join-US-Inhouse-Tech-Specialist-45a91bd160cbe7e5?fccid=0b0fde6a558b8f09&vjs=3,Medical Supplies Co,$1800 - $2800,12 days ago,"Use existing cloud platforms to create automations to help the company reduce manual work.Manage the website, internal IT systems."
528,IT Network Executive,https://sg.indeed.com/rc/clk?jk=849c76a8dd6ca749&fccid=ce786669089dfa4e&vjs=3,ANVERON CONSULTANCY PTE. LTD.,$3400 - $4500,14 days ago,Provide support for hardware and software trouble-shooting.Responsible for system backup and restore management.
529,IT cum Mobile Web Executive,https://sg.indeed.com/rc/clk?jk=fa81e67050763c27&fccid=e4340fc700589d18&vjs=3,HYDROBALL TECHNICS HOLDINGS PTE. LTD.,$1500 - $3800,12 days ago,"Digital Marketing -SEO, PPC, Banner Marketing, Affiliate Marketing.End-to-End Video creations and support Marketing/Sales."
530,"Senior Executive / Assistant Manager, IT",https://sg.indeed.com/company/MONTFORT-CARE/jobs/Senior-Executive-7b374afb366ba2ac?fccid=183f0ca4f6e06867&vjs=3,MONTFORT CARE,$4000 - $5000,13 days ago,Stay up-to-date on infrastructure / network best practices and technologies to recommend products and services based on organisation needs;
531,Senior Network Engineer,https://sg.indeed.com/company/ITCAN-Pte-Ltd/jobs/Senior-Network-Engineer-998b94a38a8cecea?fccid=dac85444d99b91d5&vjs=3,ITCAN Pte Ltd,$6000 - $8000,10 days ago,Evaluate and upgrade network devices hardware and firmware.Coordinate with information security governance team to align IT infrastructure with established…
532,Network and System Administrator,https://sg.indeed.com/rc/clk?jk=00049bc71e8a0e51&fccid=ba1accbaa37a710f&vjs=3,STAR CRUISE PTE LTD,$3500 - $4500,4 days ago,"Responsible for effective provisioning, installation/configuration, operation, and maintenance of systems hardware, software and related infrastructure."
533,System Analyst -,https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbLEAfUJ_8-EnULjJ15l1k6LfB5RD9Ew3x4SlXgqMri8qzijF5DizICNB4rWW0hxgTnzS-PkBDPagAsuO01UEuzq9u_3WiWZV6NFx1Z4Pip4_lPosmGbbMm-bye3Bg7ZecaFazdTRLw6FFtxEIDazmH9_Ymk22qcQccbACnY_1LsAklQWwdgYsdq5TnEyCvVd3hTP-k4BXf9BDWuzAo9nlDlKaYJ1IbnkK1mmUgAeWKVjONGIQi_29bUHJQmE7bu3Dslz6ilvPjLusHLnLg950ygr8K0Hk19P1ZtKBu1HDCRENp31ztUzniXoAeS7_FjEca7KB6mAqX5_XzANDUbKXhJXHLPkXwun8xKCLXXXE5rGY8SenQ4DsCdmyxWZ8UHBYB4xV5zrlAnv0bSA3dPnFlv7QyeqyWEZfjGGJnYMsGqb4QSA1JmhRivDV-Y37aI0SUQH3xjGQYoGekMi0sZnTwKLXKPCR49mLVXAqXiN8EHC8lZ-UEDwJ823whr3nG98Gt6Y0VcdYn-T7Xs3huPV3Soc4fCUraAcpWNuujT5Q_77mRHXiHL6n_tON0EJigdY74KNIJuj7wddK85ywsBC9A5RoGEngfQ1zfguUrYEwniWJ_-CEBsRnyabV6xHyjxMcsoR-79qhtfJVVEU5LFAR&p=11&fvj=0&vjs=3,Manpower Singapore,$6000 - $9000,3 days ago,"Key ResponsibilitiesCollaborate with business and IT to analyse, elicit and review business requirementsParticipate and contribute to technical solutioning and…"
534,Network Engineer,https://sg.indeed.com/rc/clk?jk=b2109fa741db509b&fccid=026a169b2ca27b1f&vjs=3,NITYO INFOTECH SERVICES PTE. LTD.,$4000 - $5500,9 days ago,"This is a permanent role with Nityo.Analyse the technical requirement, perform network design, planning, and setup of network systems."
535,IT Project Manager,https://sg.indeed.com/rc/clk?jk=79d2f9d6a25cfd63&fccid=2cfaf79960511eac&vjs=3,CAPPS SOLUTIONS PTE. LTD.,$4500 - $7000,3 days ago,Be updated with latest web and mobile technologies.Liaise with clients to gather and understand their current and new IT solution requirements.
536,Manager - Information Technology (Cyber Security),https://sg.indeed.com/rc/clk?jk=fed5146b58543505&fccid=89559d0ccaa36514&vjs=3,TOKIO MARINE ASIA PTE. LTD.,$9000 - $13000,9 days ago,"Second level monitoring of security alerts in MSSP SOC portal, and follow-up with Group Companies (GC) IT to investigate/remediate/close the alerts."
537,Technical Support Analyst (Linux /Unix /Windows Admin),https://sg.indeed.com/rc/clk?jk=6bb578900960d1f8&fccid=a3f737e511d9fc8c&vjs=3,Visa,,9 days ago,Desired candidate will be part of the Visa Operations Command Center - monitoring critical production applications (CyberSource Authorize.net system and…
538,"Assistant Manager, IT",https://sg.indeed.com/rc/clk?jk=b405237c85595d2f&fccid=8aa5bcf310e66dcb&vjs=3,Reeracoen Singapore Pte Ltd,$5800 - $7100,3 days ago,Cooperate with the local business team and global IT team to analyze and identify business needs for the company.
539,IT Engineer,https://sg.indeed.com/rc/clk?jk=028e6c25e860e3b2&fccid=1a17983a910f73d8&vjs=3,Manpower,$4000 - $5000,7 days ago,IT Engineer (Production Support/$5000/Night shift).Company Transport Provided (Aljunied / Toa Payoh).Immediate response to issues that arise in manufacturing…
540,Junior System Administrator,https://sg.indeed.com/company/ITCAN-Pte-Ltd/jobs/Junior-System-Administrator-f6760ce23b8456c7?fccid=dac85444d99b91d5&vjs=3,ITCAN Pte Ltd,$2000 - $2500,3 days ago,Proactively monitor all incident and service request in ITSM portal.Timely escalation of incidents to meet SLA.IT service management Process Knowledge.
541,IT Automation Engineer,https://sg.indeed.com/rc/clk?jk=593a14ae05d06362&fccid=fa835ed545bbf2b9&vjs=3,SINGAPORE TELECOMMUNICATIONS LIMITED,$3100 - $5600,4 days ago,"In this role, your job will be to design, develop and support operations support systems (OSS).You will be involved in application design, development, testing…"
542,IT Infrastructure Support Executive,https://sg.indeed.com/rc/clk?jk=fbf5ea983d7bdd9c&fccid=8782ca857c91ba33&vjs=3,BAYES Recruitment Pte Ltd,,5 days ago,"To install, administer and configure infrastructure system and application (e.g. Active Directory Services, Data Centre, video conferencing , audio system,…"
